,Variable,Importance
1167,Net ODA received per capita (current US$),0.00019554904094972285
1168,Enforcing.contracts..Quality.of.the.judicial.processes.index..0.18...DB17.20.methodology.,0.00019554171563162205
1169,Relative.wage.of.Technicians.in.private.sector...using.clerk.as.reference.,0.00019535155480193182
1170,"Labor force, female (% of total labor force)",0.00019513202146216854
1171,Renewable internal freshwater resources per capita (cubic meters),0.00019491535047842922
1172,Public.sector.employment.as.a.share.of.total.employment,0.0001947432013186123
1173,"Current account balance (BoP, current US$)",0.0001946894719543537
1174,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,0.00019445329299627687
1175,CPIA.fiscal.policy.rating..1.low.to.6.high.,0.00019437755270180303
1176,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",0.0001941522592014824
1177,"Population ages 40-44, male (% of male population)",0.00019402868835006012
1178,"Trademark applications, direct nonresident",0.0001935285579098535
1179,"School enrollment, tertiary (% gross)",0.0001930745990481059
1180,"Literacy rate, youth male (% of males ages 15-24)",0.0001929291343653147
1181,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0.0001927925126666686
1182,Females.as.a.share.of.private.paid.employees.by.occupation..Clerks.,0.00019264886799325178
1183,Researchers in R&D (per million people),0.00019217199081222495
1184,Taxes on goods and services (current LCU),0.00019206160317610706
1185,"Net incurrence of liabilities, total (% of GDP)",0.0001919989050660597
1186,Diarrhea treatment (% of children under 5 who received ORS packet),0.00019194416192398135
1187,"Bound rate, simple mean, manufactured products (%)",0.00019146141587753684
1188,Resolving.insolvency..Time..years.,0.0001906819564619654
1189,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.00019065696940245326
1190,DEC alternative conversion factor (LCU per US$),0.0001905158895203283
1191,"Child employment in services, male (% of male economically active children ages 7-14)",0.00019049321085821527
1192,Net official development assistance received (current US$),0.00019034836768649016
1193,Coverage of social safety net programs in 4th quintile (% of population),0.00019026644529181693
1194,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),0.00018972570676875741
1195,Average time to clear exports through customs (days),0.00018961126190141788
1196,Adjusted savings: natural resources depletion (% of GNI),0.00018958604958642988
1197,Population living in areas where elevation is below 5 meters (% of total population),0.00018957232721131555
1198,Population living in slums (% of urban population),0.00018951591028982975
1199,Income share held by highest 20%,0.0001892590807830627
1200,Resolving.insolvency..Recovery.rate..cents.on.the.dollar....Score,0.0001891615945146663
1201,Share.of.private.paid.employees.with.union.membership,0.0001887282733053463
1202,"Population ages 20-24, female (% of female population)",0.00018864580957162838
1203,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),0.0001885680277427631
1204,Female.to.male.wage.ratio.in.the.private.sector..using.mean.,0.0001885221826654932
1205,"Child employment in services, female (% of female economically active children ages 7-14)",0.00018844086604416063
1206,Population.ages.65.and.above....of.total.population.,0.00018819889866345855
1207,"Secondary education, vocational pupils (% female)",0.00018748573815027515
1208,"Physicians (per 1,000 people)",0.00018705706524358128
1209,Rural land area where elevation is below 5 meters (% of total land area),0.00018677994714345913
1210,PPG..other.private.creditors..INT..current.US..,0.0001863796046771036
1211,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",0.00018621309190924772
1212,"Prevalence of wasting, weight for height (% of children under 5)",0.00018566960649961495
1213,"Population ages 65 and above, male (% of male population)",0.00018564052467730265
1214,"Prevalence of underweight, weight for age, female (% of children under 5)",0.00018530302387422586
1215,Income share held by fourth 20%,0.00018501334522807785
1216,"Transport services (% of service exports, BoP)",0.00018487711504584512
1217,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",0.00018486208179988224
1218,Firms that spend on R&D (% of firms),0.00018480195631739166
1219,GG..bilateral..AMT..current.US..,0.0001847464502596914
1220,"Labor force participation rate for ages 15-24, total (%) (national estimate)",0.00018457260268945952
1221,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",0.00018438528161000836
1222,Rural.resident.as.a.share.of.public.paid.employees,0.00018401996231856116
1223,Multilateral debt service (% of public and publicly guaranteed debt service),0.0001836811897382452
1224,Interest.payments.on.external.debt..private.nonguaranteed..PNG...INT..current.US..,0.00018347329306566906
1225,Current.account.balance..BoP..current.US..,0.00018342825848303643
1226,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",0.00018327498746262817
1227,"Adjusted net enrollment rate, primary, female (% of primary school age children)",0.00018261290334518722
1228,"Inflation, GDP deflator: linked series (annual %)",0.00018236969365053573
1229,"Population ages 15-19, male (% of male population)",0.00018187112215848621
1230,"Inflation, consumer prices (annual %)",0.00018126516472613722
1231,Adjusted savings: net forest depletion (current US$),0.00018121873097567325
1232,Bribery incidence (% of firms experiencing at least one bribe payment request),0.0001811599655468043
1233,"Net official flows from UN agencies, FAO (current US$)",0.0001804575581144237
1234,"Prevalence of stunting, height for age, male (% of children under 5)",0.00018042219159016275
1235,"Completeness of birth registration, urban (%)",0.00017995060922071444
1236,"Population, female (% of total population)",0.0001798002509606028
1237,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),0.0001797266354484706
1238,Average precipitation in depth (mm per year),0.00017941324482579357
1239,Political.Stability.and.Absence.of.Violence.Terrorism..Number.of.Sources,0.00017925437713031393
1240,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0.00017924319445100648
1241,Currency.composition.of.PPG.debt..Pound.sterling....,0.00017917719209855056
1242,School.enrollment..primary.and.secondary..gross...gender.parity.index..GPI.,0.00017909515103129906
1243,Gross capital formation (annual % growth),0.00017908798853558732
1244,"Net bilateral aid flows from DAC donors, Japan (current US$)",0.00017902449090489728
1245,Broad money to total reserves ratio,0.000178356802174526
1246,PRVG..other.private.creditors..NFL..current.US..,0.00017834126393868004
1247,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0.00017819899429018907
1248,Urban poverty headcount ratio at national poverty lines (% of urban population),0.00017813611400610205
1249,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",0.00017813408847690583
1250,Enforcing.contracts..Trial.and.judgment..days.,0.00017763797145589773
1251,"Net bilateral aid flows from DAC donors, France (current US$)",0.0001775550441829952
1252,"Tariff rate, applied, simple mean, all products (%)",0.00017729800929171973
1253,Trading.across.borders..Cost.to.import..Border.compliance..USD...DB16.20.methodology.,0.00017719419102139064
1254,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),0.00017700863591503776
1255,"Communications, computer, etc. (% of service imports, BoP)",0.0001768676865524954
1256,Imports of goods and services (current US$),0.0001767567014636385
1257,Mean.age.of.private.paid.employees,0.00017675379243195497
1258,External balance on goods and services (current US$),0.00017656466194462193
1259,Merchandise imports from high-income economies (% of total merchandise imports),0.0001763694726983597
1260,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),0.00017627435212073654
1261,Public.sector.employment.as.a.share.of.total.employment.by.gender..Female.,0.00017586388658426795
1262,"Population ages 60-64, female (% of female population)",0.00017563043563016437
1263,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),0.0001756180825086066
1264,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",0.00017531400704819382
1265,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),0.00017501102154112772
1266,GG..bilateral..NTR..current.US..,0.00017496256856805976
1267,Population growth (annual %),0.00017472292419209133
1268,Agricultural nitrous oxide emissions (% of total),0.00017434066680507235
1269,Gross capital formation (% of GDP),0.00017421608427016413
1270,"Intentional homicides, male (per 100,000 male)",0.000174035269375627
1271,Unmet need for contraception (% of married women ages 15-49),0.00017400448704111532
1272,"Grants, excluding technical cooperation (BoP, current US$)",0.00017393339091851344
1273,"Share of tariff lines with international peaks, primary products (%)",0.00017388556826799866
1274,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),0.000173735325599805
1275,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",0.00017329915219139167
1276,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",0.00017298147687559276
1277,"Population ages 35-39, female (% of female population)",0.00017273378553336695
1278,"Employers, total (% of total employment) (modeled ILO estimate)",0.0001725849138350931
1279,"Population ages 60-64, male (% of male population)",0.00017244881704959753
1280,Exports of goods and services (annual % growth),0.0001724249862493289
1281,Relative.wage.of.Senior.officials.in.public.sector..using.clerk.as.reference.,0.0001722156877027862
1282,Adjusted net national income per capita (annual % growth),0.00017214906698942087
1283,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",0.00017193874208154062
1284,Taxes on exports (% of tax revenue),0.00017189194557424046
1285,Adjusted savings: education expenditure (current US$),0.00017157355215308728
1286,Enforcing.contracts..Court.automation..0.4...DB17.20.methodology.,0.00017152057050738738
1287,Gross savings (% of GDP),0.00017140229605285042
1288,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),0.00017137815707485591
1289,"Prevalence of severe wasting, weight for height, female (% of children under 5)",0.0001713351882863545
1290,Households and NPISHs Final consumption expenditure per capita growth (annual %),0.00017113433042438344
1291,Average.grant.element.on.new.external.debt.commitments..official....,0.0001710965939428484
1292,Agricultural land (sq. km),0.00017080798015545003
1293,"Net incurrence of liabilities, total (current LCU)",0.00017063766178621108
1294,Share.of.public.paid.employees.with.union.membership,0.00017030838098149194
1295,Firms offering formal training (% of firms),0.00017027314680753193
1296,"Labor force participation rate for ages 15-24, male (%) (national estimate)",0.00017008863660897028
1297,Paying.taxes..DB17.20.methodology....Score,0.0001700603388366748
1298,CPIA social protection rating (1=low to 6=high),0.0001700486848923617
1299,PRVG..other.private.creditors..NTR..current.US..,0.00016991614178616356
1300,Paying.taxes..DB06.16.methodology....Score,0.00016969034109538827
1301,Mobile cellular subscriptions,0.00016965331090749172
1302,"Population, male (% of total population)",0.00016952205196619916
1303,Women who were first married by age 15 (% of women ages 20-24),0.00016939832601280507
1304,Machinery and transport equipment (% of value added in manufacturing),0.00016876541100090898
1305,Children (ages 0-14) newly infected with HIV,0.0001685850938994158
1306,Individuals.with.tertiary.education.as.a.share.of.private.paid.employees,0.00016855902685781272
1307,Fossil fuel energy consumption (% of total),0.00016850831448647928
1308,"Pupil-teacher ratio, secondary",0.00016843692447447164
1309,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",0.00016843381973230342
1310,Adjusted net national income (constant 2010 US$),0.00016828715585190016
1311,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",0.00016828516115605322
1312,"Suicide mortality rate, male (per 100,000 male population)",0.0001680904388430799
1313,"Suicide mortality rate, female (per 100,000 female population)",0.00016799147872773937
1314,Travel services (% of commercial service exports),0.00016799114816357918
1315,Protecting.minority.investors..Extent.of.shareholder.rights.index..0.6...DB15.20.methodology....Score,0.00016752582472154428
1316,"Net bilateral aid flows from DAC donors, Ireland (current US$)",0.0001674862171582313
1317,"Prevalence of wasting, weight for height, male (% of children under 5)",0.00016744428298918104
1318,"Net capital account (BoP, current US$)",0.00016693400371374894
1319,Primary government expenditures as a proportion of original approved budget (%),0.00016693061455924705
1320,"Population ages 45-49, male (% of male population)",0.00016687082908046688
1321,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",0.00016675319701144628
1322,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",0.00016667068723962488
1323,Mobile cellular subscriptions (per 100 people),0.00016654358095560015
1324,Methodology assessment of statistical capacity (scale 0 - 100),0.00016645141981782316
1325,"Prevalence of overweight, weight for height (% of children under 5)",0.0001662922675681373
1326,Imports of goods and services (annual % growth),0.000166015465993204
1327,CPIA.trade.rating..1.low.to.6.high.,0.00016585904813884865
1328,Net official development assistance and official aid received (current US$),0.00016537624436412806
1329,Relative.wage.of.Technicians.in.public.sector..using.clerk.as.reference.,0.00016514593255690724
1330,Trading.across.borders..Cost.to.import..US..per.container..DB06.15.methodology....Score,0.00016493142134752192
1331,"Population ages 25-29, male (% of male population)",0.000164697950521966
1332,GINI.index..World.Bank.estimate.,0.00016460983049424244
1333,Agricultural methane emissions (thousand metric tons of CO2 equivalent),0.00016331629341421908
1334,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",0.00016303110690369087
1335,"Net bilateral aid flows from DAC donors, United States (current US$)",0.00016286809113375458
1336,Textiles and clothing (% of value added in manufacturing),0.00016267485303317488
1337,"Hospital beds (per 1,000 people)",0.0001626477236106116
1338,Net ODA received (% of gross capital formation),0.00016217954907552166
1339,"Human capital index (HCI), female (scale 0-1)",0.0001618903978213398
1340,CPIA.quality.of.budgetary.and.financial.management.rating..1.low.to.6.high.,0.00016180135505667836
1341,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),0.0001617635141574389
1342,"Net financial account (BoP, current US$)",0.00016144858457045648
1343,Business extent of disclosure index (0=less disclosure to 10=more disclosure),0.0001614051506454929
1344,Currency.composition.of.PPG.debt..all.other.currencies....,0.00016134290851612865
1345,Income share held by lowest 20%,0.0001611583473383094
1346,Paying.taxes..Time.to.obtain.VAT.refund..weeks...DB17.20.methodology.,0.00016068074421942276
1347,"Share of tariff lines with specific rates, manufactured products (%)",0.00016063161333238483
1348,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),0.00016044698200169794
1349,"Literacy rate, adult female (% of females ages 15 and above)",0.00016038164447823136
1350,Imports of goods and services (constant 2010 US$),0.00016029502683654072
1351,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",0.00016007743970246645
1352,"PPG, IDA (DOD, current US$)",0.00015982222633169156
1353,Tax payments (number),0.00015974038587718867
1354,PRVG..bilateral..NFL..current.US..,0.00015944271998926562
1355,Enforcing.contracts..DB04.15.methodology....Score,0.00015908455568808714
1356,"Industry (including construction), value added (annual % growth)",0.00015906410008866906
1357,Risk of catastrophic expenditure for surgical care (% of people at risk),0.00015895883695104995
1358,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",0.00015886152996686523
1359,"Net bilateral aid flows from DAC donors, Total (current US$)",0.00015840873054393152
1360,Public.sector.employment.as.a.share.of.paid.employment,0.000158406970500437
1361,CPIA property rights and rule-based governance rating (1=low to 6=high),0.0001581117648594616
1362,Compensation of employees (current LCU),0.00015790240807323137
1363,Trading.across.borders..Cost.to.export..US..per.container...DB06.15.methodology....Score,0.00015762204722143003
1364,Public.sector.wage.premiums.by.gender..Female...compared.to.all.private.employees.....,0.00015745549686122561
1365,Total.reserves..includes.gold..current.US..,0.00015727424979109273
1366,Adjusted net national income (annual % growth),0.0001571056311806907
1367,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",0.00015709750270494593
1368,"Tariff rate, applied, simple mean, manufactured products (%)",0.0001569850581220761
1369,PPG..private.creditors..AMT..current.US..,0.0001569471475096625
1370,Income share held by lowest 10%,0.00015682661589836152
1371,Enforcing.contracts..Enforcement.fees....of.claim.,0.00015672825495033544
1372,"Travel services (% of service exports, BoP)",0.0001560782030193206
1373,Ratio.of.female.to.male.labor.force.participation.rate......modeled.ILO.estimate.,0.00015572077401913596
1374,Trading.across.borders..Cost.to.import..Documentary.compliance..USD...DB16.20.methodology.,0.0001556759751840087
1375,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",0.00015553137528935437
1376,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",0.00015532469409622687
1377,Changes in inventories (current US$),0.00015493448372912006
1378,"Net primary income (BoP, current US$)",0.00015491468262231732
1379,Trading.across.borders..Cost.to.export..Border.compliance..USD...DB16.20.methodology.,0.00015457435418372628
1380,"Net bilateral aid flows from DAC donors, Spain (current US$)",0.00015440228390575252
1381,"Unemployment with basic education, male (% of male labor force with basic education)",0.00015326684632036822
1382,Investment in transport with private participation (current US$),0.00015291942791783122
1383,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),0.00015287041371196225
1384,Other taxes (current LCU),0.00015271489681475871
1385,GNI growth (annual %),0.00015265734510010761
1386,CO2 emissions from gaseous fuel consumption (kt),0.00015265432885518693
1387,Time.required.to.get.electricity..days.,0.0001525659842654064
1388,Female.to.male.wage.ratio.in.the.private.sector..using.median.,0.0001524500520778164
1389,Female headed households (% of households with a female head),0.00015166578640732158
1390,Alternative and nuclear energy (% of total energy use),0.00015163385111388567
1391,Getting.electricity..System.average.interruption.frequency.index..SAIFI...DB16.20.methodology.,0.0001515713856263157
1392,OPS..bilateral..TDS..current.US..,0.00015113156260285345
1393,Armed forces personnel (% of total labor force),0.0001510738299851851
1394,Military expenditure (% of GDP),0.00015084184860750526
1395,PPG..bonds..AMT..current.US..,0.0001507950956161505
1396,GDP.growth..annual...,0.0001507872143641259
1397,Energy intensity level of primary energy (MJ/$2011 PPP GDP),0.00015073031477825938
1398,Poverty gap at $3.20 a day (2011 PPP) (%),0.00015058207093674673
1399,Relative.wage.of.Professionals.in.public.sector..using.clerk.as.reference.,0.00015051147496751054
1400,"Literacy rate, youth female (% of females ages 15-24)",0.0001504388128911132
1401,"Net official flows from UN agencies, UNTA (current US$)",0.0001503955724029578
1402,"Bound rate, simple mean, primary products (%)",0.0001503689169938442
1403,Net.migration,0.00015035147532858735
1404,Females.as.a.share.of.public.paid.employees.by.occupation..Elementary.occupation.,0.00014997660558142123
1405,"Adjusted net enrollment rate, primary, male (% of primary school age children)",0.0001495869891231006
1406,"Literacy rate, adult total (% of people ages 15 and above)",0.00014955437727596816
1407,Unemployment..total....of.total.labor.force...modeled.ILO.estimate.,0.0001493218370936976
1408,Women who were first married by age 18 (% of women ages 20-24),0.00014912892933293152
1409,Droughts..floods..extreme.temperatures....of.population..average.1990.2009.,0.00014912670420819989
1410,Hospital.beds..per.1.000.people.,0.00014858335437617365
1411,Cost of business start-up procedures (% of GNI per capita),0.00014857414951969332
1412,Poverty gap at $1.90 a day (2011 PPP) (%),0.0001480519041597129
1413,External.debt.stocks..variable.rate..DOD..current.US..,0.00014796113751784903
1414,Individuals.with.primary.education.as.a.share.of.private.paid.employees,0.00014781189316746875
1415,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.00014754350352332734
1416,PPG..IDA..DOD..current.US..,0.00014752625038198618
1417,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",0.00014732640869601112
1418,Sample.size,0.00014710806065917082
1419,Other taxes payable by businesses (% of commercial profits),0.00014700377301966641
1420,Private credit bureau coverage (% of adults),0.00014697662422967785
1421,Agricultural raw materials imports (% of merchandise imports),0.00014693596314654662
1422,"Net ODA received (% of imports of goods, services and primary income)",0.00014689258882232643
1423,Enforcing.contracts..Quality.of.the.judicial.processes.index..0.19...DB17.20.methodology....Score,0.00014643010935253207
1424,Starting.a.business..Cost...Women....of.income.per.capita....Score,0.0001462991344183671
1425,Legislation exists on domestic violence (1=yes; 0=no),0.00014596428644875716
1426,Coverage of social insurance programs in poorest quintile (% of population),0.00014588343241153586
1427,Rural poverty headcount ratio at national poverty lines (% of rural population),0.00014583853497965055
1428,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",0.00014581817083288785
1429,Paying.taxes..Time.to.comply.with.VAT.refund..hours...DB17.20.methodology....Score,0.0001452329489825115
1430,Women's share of population ages 15+ living with HIV (%),0.00014516847796546792
1431,Trading.across.borders..Cost.to.import..US..per.container.deflated..DB06.15.methodology.,0.00014516672816174622
1432,"Tariff rate, applied, weighted mean, manufactured products (%)",0.0001445559702505172
1433,Adjusted net national income (current US$),0.00014450206401543672
1434,Public.sector.wage.premiums.by.gender..Male...compared.to.all.private.employees.....,0.0001444760210134124
1435,PPG..commercial.banks..AMT..current.US..,0.00014447562181315338
1436,IMF.charges..INT..current.US..,0.000144110807657982
1437,"Armed forces personnel, total",0.00014399812332565367
1438,CO2 emissions from solid fuel consumption (kt),0.00014318942016878063
1439,"Population ages 65-69, female (% of female population)",0.00014189572022314017
1440,"Net bilateral aid flows from DAC donors, Portugal (current US$)",0.0001417600818003971
1441,Females.as.a.share.of.public.paid.employees.by.occupation..Technicians.,0.0001413146382300931
1442,Net official development assistance received (constant 2015 US$),0.00014125223955637799
1443,GG..bilateral..NFL..current.US..,0.0001410360504871009
1444,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",0.0001409492532189547
1445,CPIA building human resources rating (1=low to 6=high),0.00014068791616118155
1446,Social contributions (% of revenue),0.0001406542359322555
1447,Total.reserves.in.months.of.imports,0.0001406103018046565
1448,CPIA equity of public resource use rating (1=low to 6=high),0.0001405497986625773
1449,Female.to.male.wage.ratio.in.the.public.sector..using.mean.,0.00014050595429489207
1450,"Bound rate, simple mean, all products (%)",0.00014023003342412423
1451,Grants..excluding.technical.cooperation..current.US..,0.00014014741926219896
1452,"School enrollment, primary, male (% net)",0.00013978077692486214
1453,Expense (current LCU),0.00013967929432989892
1454,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),0.00013965552309658843
1455,"Services, value added (annual % growth)",0.00013965050716091868
1456,"Trained teachers in upper secondary education, female (% of female teachers)",0.00013927038688683806
1457,"Portfolio equity, net inflows (BoP, current US$)",0.00013897310782218466
1458,"Net bilateral aid flows from DAC donors, Canada (current US$)",0.0001389710838939957
1459,"Prevalence of overweight, weight for height, female (% of children under 5)",0.0001387859658187904
1460,Child employment in agriculture (% of economically active children ages 7-14),0.0001387233258765332
1461,Claims on central government (annual growth as % of broad money),0.00013839420194879633
1462,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0.00013815598895187582
1463,Currency.composition.of.PPG.debt..French.franc....,0.00013804700357839472
1464,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),0.00013776973118233323
1465,Adjusted net national income per capita (current US$),0.00013772992633533397
1466,ARI treatment (% of children under 5 taken to a health provider),0.00013764402563089598
1467,Starting.a.business...Score,0.00013756574554479536
1468,"Net official flows from UN agencies, UNICEF (current US$)",0.00013747504513820328
1469,Rural poverty gap at national poverty lines (%),0.00013736242394109783
1470,Arms imports (SIPRI trend indicator values),0.00013714223987501396
1471,"Prevalence of severe wasting, weight for height, male (% of children under 5)",0.00013699580776931492
1472,Net investment in nonfinancial assets (% of GDP),0.00013669261829397082
1473,Ores and metals imports (% of merchandise imports),0.00013665584632502933
1474,Trained teachers in lower secondary education (% of total teachers),0.00013650799852422968
1475,"Tuberculosis case detection rate (%, all forms)",0.00013628529690584742
1476,Transport services (% of commercial service exports),0.0001361111126652655
1477,Poverty headcount ratio at national poverty lines (% of population),0.00013598430020656115
1478,Energy.intensity.level.of.primary.energy..MJ..2011.PPP.GDP.,0.00013574888001483448
1479,Time.to.export..Border.compliance..hours...DB16.20.methodology.,0.00013561196065659748
1480,"Tariff rate, applied, weighted mean, all products (%)",0.00013561106593836225
1481,"Net official flows from UN agencies, UNDP (current US$)",0.00013533826520518915
1482,Getting.electricity..Price.of.electricity..US.cents.per.kWh...DB16.20.methodology.,0.0001352130832272146
1483,PPG..other.private.creditors..AMT..current.US..,0.00013441511100511022
1484,Employment in industry (% of total employment) (modeled ILO estimate),0.00013409794753946406
1485,Informal payments to public officials (% of firms),0.00013394901022262254
1486,Protecting.minority.investors..Extent.of.disclosure.index..0.10....Score,0.0001334741050858487
1487,Households and NPISHs Final consumption expenditure (annual % growth),0.00013319541691784157
1488,PPG..commercial.banks..DIS..current.US..,0.00013305697608495602
1489,Electricity production from coal sources (% of total),0.00013256613995287975
1490,Median.age.of.private.paid.employees,0.00013212063042194607
1491,"Time to import, documentary compliance (hours)",0.00013207927543288555
1492,CPIA.building.human.resources.rating..1.low.to.6.high.,0.00013193707751594098
1493,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),0.00013181173667334257
1494,Getting.electricity..Minimum.outage.time..in.minutes....DB16.20.methodology.,0.0001317017516558559
1495,Poverty.headcount.ratio.at.national.poverty.lines....of.population.,0.00013163223600223784
1496,Time spent dealing with the requirements of government regulations (% of senior management time),0.00013150946455019413
1497,"Employment in industry, male (% of male employment) (modeled ILO estimate)",0.00013121564007327155
1498,Time to prepare and pay taxes (hours),0.00013098954981152482
1499,Debt.service.on.external.debt..public.and.publicly.guaranteed..PPG...TDS..current.US..,0.0001308763201065451
1500,"Unemployment, male (% of male labor force) (modeled ILO estimate)",0.00013079890532310723
1501,"School enrollment, primary (gross), gender parity index (GPI)",0.00013065151970233934
1502,Investment in energy with private participation (current US$),0.00013016522192405057
1503,CPIA.financial.sector.rating..1.low.to.6.high.,0.00013009096317047767
1504,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",0.00012997438505737806
1505,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),0.00012995141635670817
1506,Getting.Credit.total.score..DB15.20.methodology.,0.00012956704454262174
1507,"Cost to export, documentary compliance (US$)",0.0001294859565852042
1508,Electricity production from oil sources (% of total),0.0001293492935212302
1509,GDP growth (annual %),0.00012932317616315208
1510,Electricity production from hydroelectric sources (% of total),0.00012921892145607297
1511,Principal.arrears..official.creditors..current.US..,0.00012900434270710946
1512,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),0.0001288918288306355
1513,CPIA.equity.of.public.resource.use.rating..1.low.to.6.high.,0.00012874882623970963
1514,Claims on private sector (annual growth as % of broad money),0.00012846441963907082
1515,"Contraceptive prevalence, modern methods (% of women ages 15-49)",0.0001284438254174105
1516,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",0.00012841577987973463
1517,Forest rents (% of GDP),0.00012831830331700036
1518,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),0.00012821605195663906
1519,Trading.across.borders..Cost.to.import..Documentary.compliance..USD...DB16.20.methodology....Score,0.00012814968622284405
1520,Ease of doing business score (0 = lowest performance to 100 = best performance),0.00012804180923914012
1521,Prevalence.of.undernourishment....of.population.,0.00012804144823284715
1522,"Claims on central government, etc. (% GDP)",0.00012799062060469014
1523,Medium and high-tech exports (% manufactured exports),0.00012794491521812831
1524,Paying.taxes..Time.to.complete.a.corporate.income.tax.correction..weeks...DB17.20.methodology.,0.00012792256761939386
1525,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",0.00012779572167573202
1526,Paying.taxes..Postfiling.index..0.100...DB17.20.methodology....Score,0.00012758582172972988
1527,Paying.taxes..Time..hours.per.year....Score,0.00012718126972979682
1528,Antiretroviral therapy coverage (% of people living with HIV),0.00012693166051281105
1529,Getting.credit..DB15.20.methodology....Score,0.0001268913492360591
1530,PRVG..other.private.creditors..AMT..current.US..,0.00012685295669330498
1531,Currency.composition.of.PPG.debt..Swiss.franc....,0.0001265641247113586
1532,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",0.00012627228300590834
1533,Unemployment with basic education (% of total labor force with basic education),0.00012626164781262195
1534,Net acquisition of financial assets (current LCU),0.00012606157059855493
1535,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",0.00012600931073773262
1536,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",0.0001259310780446637
1537,Getting.electricity..System.average.interruption.duration.index..SAIDI...DB16.20.methodology.,0.00012555426098170383
1538,CPIA.efficiency.of.revenue.mobilization.rating..1.low.to.6.high.,0.00012527261716862526
1539,Starting.a.business..Paid.in.Minimum.capital....of.income.per.capita....Score,0.0001251310376649062
1540,"People using at least basic drinking water services, urban (% of urban population)",0.00012480374471793605
1541,Combustible renewables and waste (% of total energy),0.00012470118110576053
1542,Currency.composition.of.PPG.debt..Japanese.yen....,0.0001246596540849745
1543,OPS..multilateral..DOD..current.US..,0.00012430331698096218
1544,"Primary education, pupils (% female)",0.0001241993138938135
1545,Average.maturity.on.new.external.debt.commitments..years.,0.0001241131634904578
1546,"Time to export, documentary compliance (hours)",0.0001239974619773589
1547,Individuals.with.primary.education.as.a.share.of.public.paid.employees,0.00012365113482028318
