,country,date,code,iso2Code,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude,Actual FDI Inflow (% of GDP),Predicted FDI Inflow (% of GDP),Difference,Percent Difference (%),Over- or Under- Investment
254,Germany,2015.0,DEU,DE,Europe & Central Asia,,High income,Not classified,Berlin,13.4115,52.5235,1.85869173313459,1.2863915,-0.5723002364762648,-30.790487000827692,Over-Invested
255,Germany,2016.0,DEU,DE,Europe & Central Asia,,High income,Not classified,Berlin,13.4115,52.5235,1.80620296629222,1.3417195,-0.46448345812113856,-25.716016792654916,Over-Invested
256,Germany,2017.0,DEU,DE,Europe & Central Asia,,High income,Not classified,Berlin,13.4115,52.5235,2.28112523398189,1.4132578,-0.8678673966863579,-38.04558310774655,Over-Invested
257,Germany,2018.0,DEU,DE,Europe & Central Asia,,High income,Not classified,Berlin,13.4115,52.5235,2.66686216805835,1.3908949,-1.275967278226807,-47.84526525252689,Over-Invested
258,Ghana,2015.0,GHA,GH,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Accra,-0.20795,5.57045,6.490850220848019,2.264082,-4.226768265891964,-65.11886920939833,Over-Invested
259,Ghana,2016.0,GHA,GH,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Accra,-0.20795,5.57045,6.33584882394915,1.475375,-4.8604737676823655,-76.7138532300526,Over-Invested
260,Ghana,2017.0,GHA,GH,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Accra,-0.20795,5.57045,5.51723366524674,1.5179152,-3.999318416375891,-72.48774764729914,Over-Invested
261,Ghana,2018.0,GHA,GH,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Accra,-0.20795,5.57045,4.5594283392168,1.4230499,-3.1363784124589875,-68.78885200326982,Over-Invested
262,Greece,2015.0,GRC,GR,Europe & Central Asia,,High income,Not classified,Athens,23.7166,37.9792,0.6454701499255889,1.182457,0.5369868202892548,83.1931298993702,Under-Invested
263,Greece,2016.0,GRC,GR,Europe & Central Asia,,High income,Not classified,Athens,23.7166,37.9792,1.3822922014506498,1.2444606,-0.1378316187174955,-9.97123607966881,Over-Invested
264,Greece,2017.0,GRC,GR,Europe & Central Asia,,High income,Not classified,Athens,23.7166,37.9792,1.75972663266619,1.2597392,-0.4999874721284703,-28.41279223983394,Over-Invested
265,Greece,2018.0,GRC,GR,Europe & Central Asia,,High income,Not classified,Athens,23.7166,37.9792,1.97720357442301,-0.5867427,-2.5639462735692806,-129.67538126758114,Over-Invested
266,Grenada,2015.0,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653,15.134232268729,4.605227,-10.52900527516821,-69.57079214995062,Over-Invested
267,Grenada,2016.0,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653,8.938887998638961,3.9276793,-5.011208698330734,-56.0607616863948,Over-Invested
268,Grenada,2017.0,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653,9.90971884457078,3.05428,-6.855438801922464,-69.17894351441001,Over-Invested
269,Grenada,2018.0,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653,10.708151155524401,3.8862836,-6.821867519431262,-63.70723965650987,Over-Invested
270,Guatemala,2015.0,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248,1.84344941902896,0.96096015,-0.8824892692639454,-47.87162914015825,Over-Invested
271,Guatemala,2016.0,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248,1.71051205140028,0.9325909,-0.777921149548626,-45.47884646073056,Over-Invested
272,Guatemala,2017.0,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248,1.3397234890096,0.9736126,-0.3661108824841788,-27.327346686653144,Over-Invested
273,Guatemala,2018.0,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248,1.3459010596993202,1.1650455,-0.18085555989768443,-13.437507801508698,Over-Invested
274,Guinea,2015.0,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Conakry,-13.7,9.51667,0.605767933618839,1.68067,1.0749020893456387,177.44453439854544,Under-Invested
275,Guinea,2016.0,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Conakry,-13.7,9.51667,18.8107697954133,2.7748237,-16.035946129794404,-85.2487500735058,Over-Invested
276,Guinea,2017.0,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Conakry,-13.7,9.51667,5.5942717488457205,1.5861735,-4.00809821445241,-71.64646971751793,Over-Invested
277,Guinea,2018.0,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Conakry,-13.7,9.51667,3.23418948107284,2.0466626,-1.1875269120268195,-36.71791399287141,Over-Invested
278,Guinea-Bissau,2015.0,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037,1.7727958123444298,0.8824244,-0.8903713981865624,-50.22413703747939,Over-Invested
279,Guinea-Bissau,2016.0,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037,1.20706549527233,0.8740619,-0.33300361277644996,-27.587866116686556,Over-Invested
280,Guinea-Bissau,2017.0,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037,1.16215867649501,0.4939106,-0.6682480658191983,-57.50058742706186,Over-Invested
281,Guinea-Bissau,2018.0,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037,1.1891477605876295,0.5036542,-0.6854935786303846,-57.64578644891372,Over-Invested
282,Guyana,2015.0,GUY,GY,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IDA,Georgetown,-58.1548,6.80461,4.3068661337178495,3.5508206,-0.7560455446522978,-17.554424056353255,Over-Invested
283,Guyana,2016.0,GUY,GY,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IDA,Georgetown,-58.1548,6.80461,0.91320939069249,4.5404162,3.6272068499996486,397.1933367055199,Under-Invested
284,Guyana,2017.0,GUY,GY,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IDA,Georgetown,-58.1548,6.80461,5.96734459302458,6.044934,0.07758920290437477,1.3002299715533683,Under-Invested
285,Guyana,2018.0,GUY,GY,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IDA,Georgetown,-58.1548,6.80461,12.7569161380317,3.7966874,-8.960228773453453,-70.23820393974897,Over-Invested
286,Haiti,2015.0,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Low income,IDA,Port-au-Prince,-72.3288,18.5392,1.21127983117901,1.46596,0.25468019460834346,21.025710826906785,Under-Invested
287,Haiti,2016.0,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Low income,IDA,Port-au-Prince,-72.3288,18.5392,1.31607850593917,1.4143028,0.0982243199885644,7.463408873049726,Under-Invested
288,Haiti,2017.0,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Low income,IDA,Port-au-Prince,-72.3288,18.5392,4.45751965974083,1.318232,-3.1392876002620707,-70.42678080851348,Over-Invested
289,Haiti,2018.0,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Low income,IDA,Port-au-Prince,-72.3288,18.5392,1.08710043663369,1.4183681,0.33126766448630507,30.472590509861885,Under-Invested
290,Honduras,2015.0,HND,HN,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333,6.2759504338468215,1.2956005,-4.980349900361409,-79.35610634370039,Over-Invested
291,Honduras,2016.0,HND,HN,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333,5.28156557023951,1.237102,-4.044463538531747,-76.57698242584418,Over-Invested
292,Honduras,2017.0,HND,HN,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333,5.474190593425631,1.2160851,-4.258105517093539,-77.78511625458235,Over-Invested
293,Honduras,2018.0,HND,HN,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333,5.68284722763424,1.3454373,-4.337409939349938,-76.32459162826368,Over-Invested
294,"Hong Kong SAR, China",2015.0,HKG,HK,East Asia & Pacific,,High income,Not classified,,114.109,22.3964,58.518749962981204,20.52384,-37.99491001241968,-64.92775398732056,Over-Invested
295,"Hong Kong SAR, China",2016.0,HKG,HK,East Asia & Pacific,,High income,Not classified,,114.109,22.3964,41.531787141954105,10.555517,-30.97626994529883,-74.58448594909507,Over-Invested
296,"Hong Kong SAR, China",2017.0,HKG,HK,East Asia & Pacific,,High income,Not classified,,114.109,22.3964,36.7929371589122,14.400059,-22.392878412574312,-60.8618939984523,Over-Invested
297,"Hong Kong SAR, China",2018.0,HKG,HK,East Asia & Pacific,,High income,Not classified,,114.109,22.3964,23.8398251581074,15.260561,-8.579264168727516,-35.98711027379283,Over-Invested
298,Hungary,2015.0,HUN,HU,Europe & Central Asia,,High income,Not classified,Budapest,19.0408,47.4984,-4.43036982956374,4.6773877,9.107757543949727,5.575559023851739,Under-Invested
299,Hungary,2016.0,HUN,HU,Europe & Central Asia,,High income,Not classified,Budapest,19.0408,47.4984,54.2229323830785,5.0040817,-49.21885065700428,-90.77128162172976,Over-Invested
300,Hungary,2017.0,HUN,HU,Europe & Central Asia,,High income,Not classified,Budapest,19.0408,47.4984,-9.14831241321117,4.854956,14.003268563266102,-46.93058204873021,Under-Invested
301,Hungary,2018.0,HUN,HU,Europe & Central Asia,,High income,Not classified,Budapest,19.0408,47.4984,-46.123486887555195,5.2547083,51.37819517765529,-88.60730477097147,Under-Invested
302,Iceland,2015.0,ISL,IS,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353,6.606068293814699,0.88461596,-5.72145233607773,-86.60904007660291,Over-Invested
303,Iceland,2016.0,ISL,IS,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353,-5.147160084791151,0.9712907,6.118450792379347,-81.12958035911552,Under-Invested
304,Iceland,2017.0,ISL,IS,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353,-28.5832493540714,0.88600653,29.469255888170977,-96.90025957817362,Under-Invested
305,Iceland,2018.0,ISL,IS,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353,-1.8125053078267104,1.0998482,2.912353459033681,-39.3189003939665,Under-Invested
306,India,2015.0,IND,IN,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353,2.09211575768566,-0.565636,-2.657751736861228,-127.03655269062575,Over-Invested
307,India,2016.0,IND,IN,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353,1.94105610153909,-0.40207487,-2.343130974986508,-120.71423248038053,Over-Invested
308,India,2017.0,IND,IN,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353,1.50687902653162,-0.522826,-2.0297050424808694,-134.6959514827568,Over-Invested
309,India,2018.0,IND,IN,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353,1.54915773804552,-0.6394473,-2.188605009869403,-141.2770924561004,Over-Invested
310,Indonesia,2015.0,IDN,ID,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IBRD,Jakarta,106.83,-6.19752,2.2976163874552302,-0.34044105,-2.6380574356005244,-114.81714049412557,Over-Invested
311,Indonesia,2016.0,IDN,ID,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IBRD,Jakarta,106.83,-6.19752,0.487372471295636,-0.2924214,-0.7797938718426636,-159.999572764061,Over-Invested
312,Indonesia,2017.0,IDN,ID,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IBRD,Jakarta,106.83,-6.19752,2.01987759053938,-0.36111015,-2.3809877413534366,-117.87782351294005,Over-Invested
313,Indonesia,2018.0,IDN,ID,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IBRD,Jakarta,106.83,-6.19752,1.91981263977602,-0.43482047,-2.3546331129701423,-122.64910982380299,Over-Invested
314,"Iran, Islamic Rep.",2015.0,IRN,IR,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Tehran,51.4447,35.6878,0.531260846728733,0.43474752,-0.09651332961981574,-18.166844068050892,Over-Invested
315,"Iran, Islamic Rep.",2016.0,IRN,IR,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Tehran,51.4447,35.6878,0.8048180634264749,-0.096858084,-0.9016761476282876,-112.03478010787234,Over-Invested
316,"Iran, Islamic Rep.",2017.0,IRN,IR,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Tehran,51.4447,35.6878,1.10547551649492,0.004953563,-1.1005219532815715,-99.55190656514452,Over-Invested
317,Iraq,2015.0,IRQ,IQ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Baghdad,44.394,33.3302,-4.2671891316891895,0.96862215,5.235811279726146,-77.3006979971023,Under-Invested
318,Iraq,2016.0,IRQ,IQ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Baghdad,44.394,33.3302,-3.5772739192993903,0.83548063,4.412754549697187,-76.64476779677454,Under-Invested
319,Iraq,2017.0,IRQ,IQ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Baghdad,44.394,33.3302,-2.5744725440234904,0.8303842,3.404856738874412,-67.74546317152937,Under-Invested
320,Iraq,2018.0,IRQ,IQ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Baghdad,44.394,33.3302,-2.1786305776823203,0.9661117,3.144742297290627,-55.655092262769955,Under-Invested
321,Ireland,2015.0,IRL,IE,Europe & Central Asia,,High income,Not classified,Dublin,-6.26749,53.3441,80.79113738467191,3.468825,-77.3223122828195,-95.7064286824726,Over-Invested
322,Ireland,2016.0,IRL,IE,Europe & Central Asia,,High income,Not classified,Dublin,-6.26749,53.3441,26.350678658639804,3.9927726,-22.35790607944669,-84.84755314685614,Over-Invested
323,Ireland,2017.0,IRL,IE,Europe & Central Asia,,High income,Not classified,Dublin,-6.26749,53.3441,17.4118538087682,4.165456,-13.24639799059193,-76.0768964412127,Over-Invested
324,Ireland,2018.0,IRL,IE,Europe & Central Asia,,High income,Not classified,Dublin,-6.26749,53.3441,16.872651414904098,3.019695,-13.852956371340255,-82.10302003337509,Over-Invested
325,Israel,2015.0,ISR,IL,Middle East & North Africa,,High income,Not classified,,35.2035,31.7717,3.7810886842273503,1.0323359,-2.7487528068088323,-72.69739052339969,Over-Invested
326,Israel,2016.0,ISR,IL,Middle East & North Africa,,High income,Not classified,,35.2035,31.7717,3.75857579102462,1.1395383,-2.619037502908165,-69.68164668016958,Over-Invested
327,Israel,2017.0,ISR,IL,Middle East & North Africa,,High income,Not classified,,35.2035,31.7717,5.14330495963654,1.1290138,-4.014291182857365,-78.04886574606383,Over-Invested
328,Israel,2018.0,ISR,IL,Middle East & North Africa,,High income,Not classified,,35.2035,31.7717,5.60962612971779,0.9734157,-4.636210456938707,-82.64740554415427,Over-Invested
329,Italy,2015.0,ITA,IT,Europe & Central Asia,,High income,Not classified,Rome,12.4823,41.8955,0.724627962134635,0.3202929,-0.4043350720627661,-55.79898833487758,Over-Invested
330,Italy,2016.0,ITA,IT,Europe & Central Asia,,High income,Not classified,Rome,12.4823,41.8955,1.36793234028107,0.3230812,-1.0448511449266082,-76.38178542601909,Over-Invested
331,Italy,2017.0,ITA,IT,Europe & Central Asia,,High income,Not classified,Rome,12.4823,41.8955,0.468341278343821,0.30109972,-0.1672415607267861,-35.70933600347948,Over-Invested
332,Italy,2018.0,ITA,IT,Europe & Central Asia,,High income,Not classified,Rome,12.4823,41.8955,1.48299144502535,0.28361052,-1.1993809222783103,-80.87578160356874,Over-Invested
333,Jamaica,2015.0,JAM,JM,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Kingston,-76.792,17.9927,6.51957755093547,1.3465962,-5.172981309938155,-79.34534514733863,Over-Invested
334,Jamaica,2016.0,JAM,JM,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Kingston,-76.792,17.9927,6.5926661415970385,1.3149431,-5.277723066416985,-80.05445677154349,Over-Invested
335,Jamaica,2017.0,JAM,JM,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Kingston,-76.792,17.9927,6.00307151658111,1.2692724,-4.7337990699487245,-78.85628310229984,Over-Invested
336,Jamaica,2018.0,JAM,JM,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Kingston,-76.792,17.9927,4.929522069761241,1.3705059,-3.5590161407680156,-72.19799587874438,Over-Invested
337,Japan,2015.0,JPN,JP,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67,0.119654803078594,0.15777797,0.03812316199022314,31.860954186003166,Under-Invested
338,Japan,2016.0,JPN,JP,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67,0.831275601583962,0.13364369,-0.6976319148125691,-83.92305914948783,Over-Invested
339,Japan,2017.0,JPN,JP,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67,0.420166910767161,0.12079829,-0.2993686209913126,-71.24992790239264,Over-Invested
340,Japan,2018.0,JPN,JP,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67,0.520525138176895,0.07734209,-0.4431830451860198,-85.14152587101542,Over-Invested
341,Jordan,2015.0,JOR,JO,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497,4.20645777530142,1.9923062,-2.2141515428490273,-52.636961099422166,Over-Invested
342,Jordan,2016.0,JOR,JO,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497,3.96196285686771,1.7906411,-2.1713217874554784,-54.804193423764325,Over-Invested
343,Jordan,2017.0,JOR,JO,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497,4.98592723680818,1.6153255,-3.3706017859109636,-67.60230596683772,Over-Invested
344,Jordan,2018.0,JOR,JO,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497,2.24918307029497,1.4499729,-0.799210202329272,-35.533354882689,Over-Invested
345,Kazakhstan,2015.0,KAZ,KZ,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Astana,71.4382,51.1879,3.56737349139873,1.0356431,-2.5317303906602047,-70.96903076631709,Over-Invested
346,Kazakhstan,2016.0,KAZ,KZ,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Astana,71.4382,51.1879,12.5445609600719,0.98352814,-11.561032822864869,-92.15972451855825,Over-Invested
347,Kazakhstan,2017.0,KAZ,KZ,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Astana,71.4382,51.1879,2.8252203782459104,1.1138586,-1.711361797656616,-60.57445326509878,Over-Invested
348,Kazakhstan,2018.0,KAZ,KZ,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Astana,71.4382,51.1879,0.11601683423779904,1.1074569,0.9914400882933289,854.5657143696749,Under-Invested
349,Kenya,2015.0,KEN,KE,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Nairobi,36.8126,-1.27975,0.968202239179491,1.2678452,0.29964291462910275,30.94838066921195,Under-Invested
350,Kenya,2016.0,KEN,KE,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Nairobi,36.8126,-1.27975,0.568530851504891,1.469944,0.9014131487392496,158.55131631875827,Under-Invested
351,Kenya,2017.0,KEN,KE,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Nairobi,36.8126,-1.27975,0.8526036496726669,0.6774909,-0.17511275964657436,-20.53858902830219,Over-Invested
352,Kenya,2018.0,KEN,KE,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Nairobi,36.8126,-1.27975,1.849566180707,0.67067856,-1.1788876247415765,-63.738601896956425,Over-Invested
353,Kiribati,2015.0,KIR,KI,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Tarawa,172.979,1.32905,-0.479099197063868,0.4424525,0.9215516873936105,-7.6490853999991675,Under-Invested
354,Kiribati,2016.0,KIR,KI,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Tarawa,172.979,1.32905,1.01327613737021,0.5004633,-0.5128128304663708,-50.60938588737434,Over-Invested
355,Kiribati,2017.0,KIR,KI,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Tarawa,172.979,1.32905,0.4229060062306401,0.40676516,-0.016140843285846418,-3.8166502835251026,Over-Invested
356,Kiribati,2018.0,KIR,KI,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Tarawa,172.979,1.32905,0.313886666666667,0.6897711,0.37588444911320973,119.75164574683306,Under-Invested
357,"Korea, Rep.",2015.0,KOR,KR,East Asia & Pacific,,High income,Not classified,Seoul,126.957,37.5323,0.296804076438574,1.0229485,0.7261444270556887,244.65446558850422,Under-Invested
358,"Korea, Rep.",2016.0,KOR,KR,East Asia & Pacific,,High income,Not classified,Seoul,126.957,37.5323,0.855545972716298,0.9293857,0.07383974896720424,8.630716679405115,Under-Invested
359,"Korea, Rep.",2017.0,KOR,KR,East Asia & Pacific,,High income,Not classified,Seoul,126.957,37.5323,1.17020344257927,0.9113305,-0.25887292147255003,-22.122044086792535,Over-Invested
360,"Korea, Rep.",2018.0,KOR,KR,East Asia & Pacific,,High income,Not classified,Seoul,126.957,37.5323,0.894102018486099,0.62714595,-0.26695607246025066,-29.857451044821804,Over-Invested
361,Kosovo,2015.0,XKX,XK,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IDA,Pristina,20.926,42.565,5.3314752152093705,1.4323189,-3.8991562893518266,-73.13466033244428,Over-Invested
362,Kosovo,2016.0,XKX,XK,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IDA,Pristina,20.926,42.565,3.63063388158896,1.538738,-2.0918958692751173,-57.61792396317282,Over-Invested
363,Kosovo,2017.0,XKX,XK,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IDA,Pristina,20.926,42.565,4.49721874133464,1.599525,-2.897693766511642,-64.43301812025477,Over-Invested
364,Kosovo,2018.0,XKX,XK,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IDA,Pristina,20.926,42.565,3.0238506885424,1.3503795,-1.6734712215319019,-55.342389353839835,Over-Invested
365,Kuwait,2015.0,KWT,KW,Middle East & North Africa,,High income,Not classified,Kuwait City,47.9824,29.3721,0.24845451408201005,0.84129494,0.5928404302043364,238.6112534098097,Under-Invested
366,Kuwait,2016.0,KWT,KW,Middle East & North Africa,,High income,Not classified,Kuwait City,47.9824,29.3721,0.26688571667317995,0.6752917,0.40840600037927977,153.02654839314656,Under-Invested
367,Kuwait,2017.0,KWT,KW,Middle East & North Africa,,High income,Not classified,Kuwait City,47.9824,29.3721,0.0936246860655885,0.612066,0.5184412848320861,553.7442170635354,Under-Invested
368,Kuwait,2018.0,KWT,KW,Middle East & North Africa,,High income,Not classified,Kuwait City,47.9824,29.3721,-0.0151996256232746,0.6921641,0.7073637486815937,4453.823496800045,Under-Invested
369,Kyrgyz Republic,2015.0,KGZ,KG,Europe & Central Asia,Europe & Central Asia (excluding high income),Lower middle income,IDA,Bishkek,74.6057,42.8851,17.131228632667803,2.150709,-14.980519718864702,-87.44568203531018,Over-Invested
370,Kyrgyz Republic,2016.0,KGZ,KG,Europe & Central Asia,Europe & Central Asia (excluding high income),Lower middle income,IDA,Bishkek,74.6057,42.8851,9.088688278632599,1.7339942,-7.354694033103424,-80.92140260101367,Over-Invested
371,Kyrgyz Republic,2017.0,KGZ,KG,Europe & Central Asia,Europe & Central Asia (excluding high income),Lower middle income,IDA,Bishkek,74.6057,42.8851,-1.3918435347293,1.6177335,3.0095770132754422,16.22955010246723,Under-Invested
372,Kyrgyz Republic,2018.0,KGZ,KG,Europe & Central Asia,Europe & Central Asia (excluding high income),Lower middle income,IDA,Bishkek,74.6057,42.8851,0.5758154062988621,1.582463,1.0066476197478909,174.82123762861193,Under-Invested
373,Lao PDR,2015.0,LAO,LA,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Vientiane,102.177,18.5826,7.48941479050133,1.7689431,-5.720471719135974,-76.38075709721845,Over-Invested
374,Lao PDR,2016.0,LAO,LA,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Vientiane,102.177,18.5826,5.91746404068765,1.3856442,-4.531819843223661,-76.58381719032859,Over-Invested
375,Lao PDR,2017.0,LAO,LA,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Vientiane,102.177,18.5826,10.0461165492929,1.1329824,-8.91313417605529,-88.72218565573624,Over-Invested
376,Lao PDR,2018.0,LAO,LA,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Vientiane,102.177,18.5826,7.35003618121945,1.1748579,-6.175178326376311,-84.01561807484575,Over-Invested
377,Latvia,2015.0,LVA,LV,Europe & Central Asia,,High income,Not classified,Riga,24.1048,56.9465,3.0957073915428595,1.5844448,-1.5112626302666143,-48.81800632692941,Over-Invested
378,Latvia,2016.0,LVA,LV,Europe & Central Asia,,High income,Not classified,Riga,24.1048,56.9465,0.877993320244817,1.5540882,0.6760949146566112,77.00456245704589,Under-Invested
379,Latvia,2017.0,LVA,LV,Europe & Central Asia,,High income,Not classified,Riga,24.1048,56.9465,3.76733812166076,1.533695,-2.2336431391320737,-59.28969120901243,Over-Invested
380,Latvia,2018.0,LVA,LV,Europe & Central Asia,,High income,Not classified,Riga,24.1048,56.9465,1.23011032779955,1.3880029,0.15789254466749103,12.8356409257967,Under-Invested
381,Lebanon,2015.0,LBN,LB,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Beirut,35.5134,33.8872,4.32083596742765,1.3830879,-2.9377480939687874,-67.9902712372054,Over-Invested
382,Lebanon,2016.0,LBN,LB,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Beirut,35.5134,33.8872,5.01274919593467,1.4097896,-3.602959633709328,-71.87592063515409,Over-Invested
383,Lebanon,2017.0,LBN,LB,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Beirut,35.5134,33.8872,4.79218430490144,1.3218212,-3.470363092132885,-72.41714573839329,Over-Invested
384,Lebanon,2018.0,LBN,LB,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Beirut,35.5134,33.8872,5.0845143642286,1.4280045,-3.6565098609784776,-71.91463331686796,Over-Invested
